0,0,0,0, 0.0
88,.40,2, 4.482249274181226
155,0.8,4, 7.894870880660114
211,1.2,6, 10.747211327866347
254,1.6,8, 12.937401314113993
283,2.0,10, 14.414506188560079
299,2.4,12, 15.229460602047574
302,2.8,14, 15.382264554576478
303,3.2,16, 15.433199205419447
303,3.6,18, 15.433199205419447
303,4.0,20, 15.433199205419447
